clubID,clubname,club_image,club_type,brandID,brand_name
7846,HiBore XLS,https://www.usga.org/equipment/images/conf_clubs/20071026.jpg,Hybrid,37,Cleveland Golf
7854,Launcher Halo,https://www.usga.org/equipment/images/conf_clubs/20190419.jpg,Hybrid,37,Cleveland Golf
7857,Launcher Halo (LH),https://www.usga.org/equipment/images/conf_clubs/20190420.jpg,Hybrid,37,Cleveland Golf
7871,Launcher XL Halo Hy-Wood,https://www.usga.org/equipment/images/conf_clubs/20210400.jpg,Hybrid,37,Cleveland Golf
7872,Launcher XL Halo Hy-Wood (LH),https://www.usga.org/equipment/images/conf_clubs/20210494.jpg,Hybrid,37,Cleveland Golf
7873,Mashie,https://www.usga.org/equipment/images/conf_clubs/20110925.jpg,Hybrid,37,Cleveland Golf
7877,Mashie (LH),https://www.usga.org/equipment/images/conf_clubs/20110926.jpg,Hybrid,37,Cleveland Golf
7887,NLH-01,https://www.usga.org/equipment/images/conf_clubs/20210286.jpg,Hybrid,46,New Level Golf
7890,THE-G (Version 2),https://www.usga.org/equipment/images/conf_clubs/R2016-0591.jpg,Hybrid,47,Freiheit Co Ltd
7891,The-G Hybrid Blacks,https://www.usga.org/equipment/images/conf_clubs/R2020-0052.jpg,Hybrid,47,Freiheit Co Ltd
7896,The-G Ti Hybrid Triangle,https://www.usga.org/equipment/images/conf_clubs/R2023-0409.jpg,Hybrid,47,Freiheit Co Ltd
7909,Power Cone,https://www.usga.org/equipment/images/conf_clubs/NoImage.jpg,Hybrid,57,John Elmer Golf
7910,Power Cone (Version 2),https://www.usga.org/equipment/images/conf_clubs/20110504.jpg,Hybrid,57,John Elmer Golf
7914,Apex (LH) (Version 1),https://www.usga.org/equipment/images/conf_clubs/20150752.jpg,Hybrid,59,Callaway Golf
7919,Apex (Version 1),https://www.usga.org/equipment/images/conf_clubs/20150751.jpg,Hybrid,59,Callaway Golf
7924,Apex (Version 2),https://www.usga.org/equipment/images/conf_clubs/20180404.jpg,Hybrid,59,Callaway Golf
7933,Apex (Version 2) (LH),https://www.usga.org/equipment/images/conf_clubs/20180405.jpg,Hybrid,59,Callaway Golf
7938,Apex (Version 3) (LH),https://www.usga.org/equipment/images/conf_clubs/20210034.jpg,Hybrid,59,Callaway Golf
7941,Apex Pro,https://www.usga.org/equipment/images/conf_clubs/20200495.jpg,Hybrid,59,Callaway Golf
7946,Apex Pro (LH),https://www.usga.org/equipment/images/conf_clubs/20200573.jpg,Hybrid,59,Callaway Golf
7956,Apex UW (Tour) (Version 1) (LH),https://www.usga.org/equipment/images/conf_clubs/20210370.jpg,Hybrid,59,Callaway Golf
7985,Big Bertha (Version 4) (LH),https://www.usga.org/equipment/images/conf_clubs/20220739.jpg,Hybrid,59,Callaway Golf
7961,Big Bertha (Version 1) (LH),https://www.usga.org/equipment/images/conf_clubs/20140702.jpg,Hybrid,59,Callaway Golf
15234,Quad (Silver),https://www.usga.org/equipment/images/conf_clubs/20190232.jpg,Iron,316,KZG
7990,Big Bertha (Women's) (LH),https://www.usga.org/equipment/images/conf_clubs/20150057.jpg,Hybrid,59,Callaway Golf
7991,Big Bertha (Women's) (Version 1),https://www.usga.org/equipment/images/conf_clubs/20140628.jpg,Hybrid,59,Callaway Golf
7995,Big Bertha (Women's) (Version 2),https://www.usga.org/equipment/images/conf_clubs/20140708.jpg,Hybrid,59,Callaway Golf
8005,Big Bertha B21 (Version 1) (LH),https://www.usga.org/equipment/images/conf_clubs/20200364.jpg,Hybrid,59,Callaway Golf
7792,GFK+,https://www.usga.org/equipment/images/conf_clubs/R2017-0141.jpg,Driver,26,Golphin Ltd
8011,Big Bertha B21 (Version 2) (LH),https://www.usga.org/equipment/images/conf_clubs/20200367.jpg,Hybrid,59,Callaway Golf
8012,Big Bertha Diablo,https://www.usga.org/equipment/images/conf_clubs/20081055.JPG,Hybrid,59,Callaway Golf
8022,Big Bertha Heavenwood (Women),https://www.usga.org/equipment/images/conf_clubs/20050326.jpg,Hybrid,59,Callaway Golf
8024,Big Bertha OS,https://www.usga.org/equipment/images/conf_clubs/20160464.jpg,Hybrid,59,Callaway Golf
8029,Big Bertha OS (LH),https://www.usga.org/equipment/images/conf_clubs/20160465.jpg,Hybrid,59,Callaway Golf
15235,Quad (Silver) (LH),https://www.usga.org/equipment/images/conf_clubs/20200247.jpg,Iron,316,KZG
8033,Big Bertha OS (Women's),https://www.usga.org/equipment/images/conf_clubs/20160466.jpg,Hybrid,59,Callaway Golf
8051,Big Bertha Reva (Version 3) (LH),https://www.usga.org/equipment/images/conf_clubs/20220774.jpg,Hybrid,59,Callaway Golf
8061,Diablo Edge Tour,https://www.usga.org/equipment/images/conf_clubs/20090534.JPG,Hybrid,59,Callaway Golf
8064,Diablo Edge Tour (LH),https://www.usga.org/equipment/images/conf_clubs/20090711.JPG,Hybrid,59,Callaway Golf
8066,Edge,https://www.usga.org/equipment/images/conf_clubs/20140174.jpg,Hybrid,59,Callaway Golf
8071,Epic,https://www.usga.org/equipment/images/conf_clubs/20170285.jpg,Hybrid,59,Callaway Golf
15236,Quad (White),https://www.usga.org/equipment/images/conf_clubs/20190233.jpg,Iron,316,KZG
8086,Epic Flash Star (Version 1),https://www.usga.org/equipment/images/conf_clubs/20190343.jpg,Hybrid,59,Callaway Golf
8090,Epic Flash Star (Version 2),https://www.usga.org/equipment/images/conf_clubs/20190409.jpg,Hybrid,59,Callaway Golf
8097,Epic Max Fast (Women's),https://www.usga.org/equipment/images/conf_clubs/20210387.jpg,Hybrid,59,Callaway Golf
15237,XCB,https://www.usga.org/equipment/images/conf_clubs/20140612.jpg,Iron,316,KZG
8112,Epic SuperHybrid,https://www.usga.org/equipment/images/conf_clubs/20210407.jpg,Hybrid,59,Callaway Golf
8117,Epic SuperHybrid (LH),https://www.usga.org/equipment/images/conf_clubs/20210484.jpg,Hybrid,59,Callaway Golf
8122,FT-Hybrid (Version 1),https://www.usga.org/equipment/images/conf_clubs/20060071.JPG,Hybrid,59,Callaway Golf
8127,FT-Hybrid (Version 2),https://www.usga.org/equipment/images/conf_clubs/20071030.JPG,Hybrid,59,Callaway Golf
15238,ZO Plus,https://www.usga.org/equipment/images/conf_clubs/20170161.jpg,Iron,316,KZG
8137,Great Big Bertha,https://www.usga.org/equipment/images/conf_clubs/20220656.jpg,Hybrid,59,Callaway Golf
8143,Great Big Bertha (LH),https://www.usga.org/equipment/images/conf_clubs/20220657.jpg,Hybrid,59,Callaway Golf
8199,Mavrik Max L (Version 1),https://www.usga.org/equipment/images/conf_clubs/20200118.jpg,Hybrid,59,Callaway Golf
8203,Mavrik Max L (Version 2),https://www.usga.org/equipment/images/conf_clubs/20200119.jpg,Hybrid,59,Callaway Golf
8204,Mavrik Max W (LH),https://www.usga.org/equipment/images/conf_clubs/20190633.jpg,Hybrid,59,Callaway Golf
8207,Mavrik Max W (Version 1),https://www.usga.org/equipment/images/conf_clubs/20190632.jpg,Hybrid,59,Callaway Golf
8210,Mavrik Max W (Version 2),https://www.usga.org/equipment/images/conf_clubs/20200117.jpg,Hybrid,59,Callaway Golf
8213,Mavrik Max W (Version 3),https://www.usga.org/equipment/images/conf_clubs/20210366.jpg,Hybrid,59,Callaway Golf
8215,Mavrik Max W-L (Version 1),https://www.usga.org/equipment/images/conf_clubs/20190634.jpg,Hybrid,59,Callaway Golf
8218,Mavrik Max W-L (Version 1) (LH),https://www.usga.org/equipment/images/conf_clubs/20200120.jpg,Hybrid,59,Callaway Golf
8219,Mavrik Max W-L (Version 2),https://www.usga.org/equipment/images/conf_clubs/20200068.jpg,Hybrid,59,Callaway Golf
8222,Mavrik Pro,https://www.usga.org/equipment/images/conf_clubs/20190695.jpg,Hybrid,59,Callaway Golf
8226,Mavrik Pro (LH),https://www.usga.org/equipment/images/conf_clubs/20200056.jpg,Hybrid,59,Callaway Golf
8229,Paradym,https://www.usga.org/equipment/images/conf_clubs/20220740.jpg,Hybrid,59,Callaway Golf
8233,Paradym (LH),https://www.usga.org/equipment/images/conf_clubs/20230013.jpg,Hybrid,59,Callaway Golf
8236,Paradym Ai Smoke,https://www.usga.org/equipment/images/conf_clubs/20230693.jpg,Hybrid,59,Callaway Golf
8240,Paradym Ai Smoke (LH),https://www.usga.org/equipment/images/conf_clubs/20230694.jpg,Hybrid,59,Callaway Golf
8243,Paradym Ai Smoke HL,https://www.usga.org/equipment/images/conf_clubs/20230673.jpg,Hybrid,59,Callaway Golf
15239,ZO Plus (LH),https://www.usga.org/equipment/images/conf_clubs/20170470.jpg,Iron,316,KZG
8249,Paradym Ai Smoke HL (LH),https://www.usga.org/equipment/images/conf_clubs/20230674.jpg,Hybrid,59,Callaway Golf
8263,Paradym Ai Smoke Max Fast (Women's),https://www.usga.org/equipment/images/conf_clubs/20230692.jpg,Hybrid,59,Callaway Golf
8275,Paradym Max Fast (Women's),https://www.usga.org/equipment/images/conf_clubs/20230035.jpg,Hybrid,59,Callaway Golf
8285,Paradym Super Hybrid,https://www.usga.org/equipment/images/conf_clubs/20230411.jpg,Hybrid,59,Callaway Golf
8290,Paradym Super Hybrid (LH),https://www.usga.org/equipment/images/conf_clubs/20230412.jpg,Hybrid,59,Callaway Golf
8301,Razr X (LH),https://www.usga.org/equipment/images/conf_clubs/20100990.jpg,Hybrid,59,Callaway Golf
8303,Razr X (Version 1),https://www.usga.org/equipment/images/conf_clubs/20100924.jpg,Hybrid,59,Callaway Golf
8307,Razr X (Version 1) (LH),https://www.usga.org/equipment/images/conf_clubs/20100925.jpg,Hybrid,59,Callaway Golf
8308,Razr X (Version 2),https://www.usga.org/equipment/images/conf_clubs/20130238.jpg,Hybrid,59,Callaway Golf
8310,Razr X HL,https://www.usga.org/equipment/images/conf_clubs/20110642.jpg,Hybrid,59,Callaway Golf
8315,Razr X HL (LH),https://www.usga.org/equipment/images/conf_clubs/20110643.jpg,Hybrid,59,Callaway Golf
8319,Razr X Tour,https://www.usga.org/equipment/images/conf_clubs/20100926.jpg,Hybrid,59,Callaway Golf
8322,Razr X Tour (LH),https://www.usga.org/equipment/images/conf_clubs/20100927.jpg,Hybrid,59,Callaway Golf
8324,Razr XF,https://www.usga.org/equipment/images/conf_clubs/20110454.jpg,Hybrid,59,Callaway Golf
8336,Rogue (Women's),https://www.usga.org/equipment/images/conf_clubs/20180171.jpg,Hybrid,59,Callaway Golf
8340,Rogue (Women's) (LH),https://www.usga.org/equipment/images/conf_clubs/20180230.jpg,Hybrid,59,Callaway Golf
8342,Rogue ST Max,https://www.usga.org/equipment/images/conf_clubs/20220076.jpg,Hybrid,59,Callaway Golf
8346,Rogue ST Max (LH),https://www.usga.org/equipment/images/conf_clubs/20220077.jpg,Hybrid,59,Callaway Golf
8524,Nyala (LH),https://www.usga.org/equipment/images/conf_clubs/20160469.jpg,Hybrid,79,Coates Golf
8349,Rogue ST Max OS,https://www.usga.org/equipment/images/conf_clubs/20220078.jpg,Hybrid,59,Callaway Golf
8355,Rogue ST Max OS (LH),https://www.usga.org/equipment/images/conf_clubs/20220295.jpg,Hybrid,59,Callaway Golf
8358,Rogue ST Max OS Lite,https://www.usga.org/equipment/images/conf_clubs/20220079.jpg,Hybrid,59,Callaway Golf
8364,Rogue ST Max OS Lite (LH),https://www.usga.org/equipment/images/conf_clubs/20220296.jpg,Hybrid,59,Callaway Golf
8367,Rogue ST Pro,https://www.usga.org/equipment/images/conf_clubs/20220146.jpg,Hybrid,59,Callaway Golf
8371,Rogue ST Pro (LH),https://www.usga.org/equipment/images/conf_clubs/20220211.jpg,Hybrid,59,Callaway Golf
8373,Rogue X,https://www.usga.org/equipment/images/conf_clubs/20180170.jpg,Hybrid,59,Callaway Golf
15242,BR-X (Ladies),https://www.usga.org/equipment/images/conf_clubs/R2022-0124.jpg,Iron,317,Mizuno Corp.
8379,Rogue X (LH),https://www.usga.org/equipment/images/conf_clubs/20180229.jpg,Hybrid,59,Callaway Golf
8398,Super Hybrid,https://www.usga.org/equipment/images/conf_clubs/20190574.jpg,Hybrid,59,Callaway Golf
8401,Super Hybrid (LH),https://www.usga.org/equipment/images/conf_clubs/20190575.jpg,Hybrid,59,Callaway Golf
8410,X Hot (Asia),https://www.usga.org/equipment/images/conf_clubs/20130205.jpg,Hybrid,59,Callaway Golf
8414,X Hot (Asia) (LH),https://www.usga.org/equipment/images/conf_clubs/20130206.jpg,Hybrid,59,Callaway Golf
8424,X Hot (Women's) (LH),https://www.usga.org/equipment/images/conf_clubs/20130208.jpg,Hybrid,59,Callaway Golf
8427,X Hybrid,https://www.usga.org/equipment/images/conf_clubs/20060629.jpg,Hybrid,59,Callaway Golf
8429,X Hybrid 5H,https://www.usga.org/equipment/images/conf_clubs/20060629.jpg,Hybrid,59,Callaway Golf
8439,X Series OS,https://www.usga.org/equipment/images/conf_clubs/20190573.jpg,Hybrid,59,Callaway Golf
8814,Saver,https://www.usga.org/equipment/images/conf_clubs/R2019-0638.jpg,Hybrid,115,Japana Co Ltd
8461,X2 Hot Tour,https://www.usga.org/equipment/images/conf_clubs/20140123.jpg,Hybrid,59,Callaway Golf
8463,XR (Version 1),https://www.usga.org/equipment/images/conf_clubs/20150087.jpg,Hybrid,59,Callaway Golf
8465,XR (Version 2),https://www.usga.org/equipment/images/conf_clubs/20150171.jpg,Hybrid,59,Callaway Golf
8473,XR 16 OS,https://www.usga.org/equipment/images/conf_clubs/20160098.jpg,Hybrid,59,Callaway Golf
8478,XR 16 OS (LH),https://www.usga.org/equipment/images/conf_clubs/20160099.jpg,Hybrid,59,Callaway Golf
8481,XR 16 OS (Women's),https://www.usga.org/equipment/images/conf_clubs/20160100.jpg,Hybrid,59,Callaway Golf
8486,XR 16 OS (Women's) (LH),https://www.usga.org/equipment/images/conf_clubs/20160101.jpg,Hybrid,59,Callaway Golf
8503,EMCÂ²,https://www.usga.org/equipment/images/conf_clubs/20070846.jpg,Hybrid,68,Element 21 Golf
8522,Nyala,https://www.usga.org/equipment/images/conf_clubs/20150226.jpg,Hybrid,79,Coates Golf
8534,To-Be Utility-01,https://www.usga.org/equipment/images/conf_clubs/R2015-0306.jpg,Hybrid,80,Kanamori Co Ltd (Gorilla Golf)
8538,Air Force One (1.8mm),https://www.usga.org/equipment/images/conf_clubs/20090094.jpg,Hybrid,82,PowerBilt Golf
8540,Air Force One P.V. (1.6mm),https://www.usga.org/equipment/images/conf_clubs/20090095.JPG,Hybrid,82,PowerBilt Golf
8541,Air Force One P.V. (1.8mm),https://www.usga.org/equipment/images/conf_clubs/20090096.JPG,Hybrid,82,PowerBilt Golf
8542,Air Force One P.V. (Ladies Hybrid),https://www.usga.org/equipment/images/conf_clubs/20090099.jpg,Hybrid,82,PowerBilt Golf
8549,Kayson Hybrid,https://www.usga.org/equipment/images/conf_clubs/20170492.jpg,Hybrid,87,Kayson Golf Ltd
8578,AMP (Chrome),https://www.usga.org/equipment/images/conf_clubs/20110910.jpg,Hybrid,92,Cobra PUMA Golf
8581,AMP (PVD),https://www.usga.org/equipment/images/conf_clubs/20110908.jpg,Hybrid,92,Cobra PUMA Golf
8584,AMP (PVD) (LH),https://www.usga.org/equipment/images/conf_clubs/20110909.jpg,Hybrid,92,Cobra PUMA Golf
8585,AMP (Tour) (PVD) (LH),https://www.usga.org/equipment/images/conf_clubs/20110911.jpg,Hybrid,92,Cobra PUMA Golf
8586,AMP Cell 2-3H,https://www.usga.org/equipment/images/conf_clubs/20120734.jpg,Hybrid,92,Cobra PUMA Golf
8592,AMP Cell 3-4H,https://www.usga.org/equipment/images/conf_clubs/20120735.jpg,Hybrid,92,Cobra PUMA Golf
8598,AMP Cell 3-4H (LH),https://www.usga.org/equipment/images/conf_clubs/20120737.jpg,Hybrid,92,Cobra PUMA Golf
8604,AMP Cell 4-5H,https://www.usga.org/equipment/images/conf_clubs/20120736.jpg,Hybrid,92,Cobra PUMA Golf
8610,Baffler OS,https://www.usga.org/equipment/images/conf_clubs/20120749.jpg,Hybrid,92,Cobra PUMA Golf
8615,Baffler OS (LH),https://www.usga.org/equipment/images/conf_clubs/20120750.jpg,Hybrid,92,Cobra PUMA Golf
8618,Cobra Baffler Rail H,https://www.usga.org/equipment/images/conf_clubs/20100125.jpg,Hybrid,92,Cobra PUMA Golf
8623,Cobra Baffler Rail H (LH),https://www.usga.org/equipment/images/conf_clubs/20100126.jpg,Hybrid,92,Cobra PUMA Golf
8627,Cobra Baffler Rail H (Womens),https://www.usga.org/equipment/images/conf_clubs/20100127.jpg,Hybrid,92,Cobra PUMA Golf
8632,Cobra Baffler Rail H (Womens) (LH),https://www.usga.org/equipment/images/conf_clubs/20100128.jpg,Hybrid,92,Cobra PUMA Golf
8652,Cobra Baffler T-Rail (Women's) (LH),https://www.usga.org/equipment/images/conf_clubs/20110818.jpg,Hybrid,92,Cobra PUMA Golf
8809,Rescue Mid,https://www.usga.org/equipment/images/conf_clubs/R2002-0132.jpg,Hybrid,113,TaylorMade-adidas Golf
8695,King Cobra Baffler DWS (Version 1),https://www.usga.org/equipment/images/conf_clubs/20060719.jpg,Hybrid,92,Cobra PUMA Golf
8701,King Cobra Baffler DWS (Version 1) (Senior),https://www.usga.org/equipment/images/conf_clubs/20060723.JPG,Hybrid,92,Cobra PUMA Golf
8705,King Cobra Baffler DWS (Version 1) (Womens),https://www.usga.org/equipment/images/conf_clubs/20060721.jpg,Hybrid,92,Cobra PUMA Golf
8710,King Cobra Baffler DWS (Version 2),https://www.usga.org/equipment/images/conf_clubs/20070684.jpg,Hybrid,92,Cobra PUMA Golf
8716,King Cobra Baffler Pro (Version 1),https://www.usga.org/equipment/images/conf_clubs/20060742.JPG,Hybrid,92,Cobra PUMA Golf
8720,King Cobra Baffler Pro (Version 2),https://www.usga.org/equipment/images/conf_clubs/20070667.JPG,Hybrid,92,Cobra PUMA Golf
8724,King Cobra Baffler TWS,https://www.usga.org/equipment/images/conf_clubs/20081236.jpg,Hybrid,92,Cobra PUMA Golf
8730,King Cobra Baffler TWS (LH),https://www.usga.org/equipment/images/conf_clubs/20081237.jpg,Hybrid,92,Cobra PUMA Golf
8740,King Cobra Baffler TWS (Senior) (LH),https://www.usga.org/equipment/images/conf_clubs/20081239.jpg,Hybrid,92,Cobra PUMA Golf
8744,King Cobra Baffler TWS (Women),https://www.usga.org/equipment/images/conf_clubs/20081240.JPG,Hybrid,92,Cobra PUMA Golf
8749,King Cobra Baffler TWS (Women) (LH),https://www.usga.org/equipment/images/conf_clubs/20081241.jpg,Hybrid,92,Cobra PUMA Golf
8754,King Cobra S2 Max,https://www.usga.org/equipment/images/conf_clubs/20100089.jpg,Hybrid,92,Cobra PUMA Golf
8758,King Cobra S2 Max (LH),https://www.usga.org/equipment/images/conf_clubs/20100090.jpg,Hybrid,92,Cobra PUMA Golf
8762,King Cobra Transition S Series (Ladies),https://www.usga.org/equipment/images/conf_clubs/20070626.jpg,Hybrid,92,Cobra PUMA Golf
8763,King Cobra Transition S Series (Laides),https://www.usga.org/equipment/images/conf_clubs/20070627.jpg,Hybrid,92,Cobra PUMA Golf
8764,King Cobra Transition S Series (LH) (Ladies),https://www.usga.org/equipment/images/conf_clubs/20070630.JPG,Hybrid,92,Cobra PUMA Golf
8765,King Cobra Transition S Series (LH) (Version 1),https://www.usga.org/equipment/images/conf_clubs/20070623.jpg,Hybrid,92,Cobra PUMA Golf
8767,King Cobra Transition S Series (Senior),https://www.usga.org/equipment/images/conf_clubs/20070643.jpg,Hybrid,92,Cobra PUMA Golf
8768,King Cobra Transition S Series (Senior) (LH),https://www.usga.org/equipment/images/conf_clubs/20070644.jpg,Hybrid,92,Cobra PUMA Golf
8770,King Cobra Transition S Series (Version 2),https://www.usga.org/equipment/images/conf_clubs/20080648.jpg,Hybrid,92,Cobra PUMA Golf
8771,King Cobra Transition S Series (Version 2) (LH),https://www.usga.org/equipment/images/conf_clubs/20080649.jpg,Hybrid,92,Cobra PUMA Golf
8791,Teton HxD,https://www.usga.org/equipment/images/conf_clubs/20200556.jpg,Hybrid,100,Golf Knack LLC
8793,Yuma,https://www.usga.org/equipment/images/conf_clubs/20230622.jpg,Hybrid,100,Golf Knack LLC
8806,G Three,https://www.usga.org/equipment/images/conf_clubs/R2011-0697.jpg,Hybrid,111,Globeride Inc
8807,OnOff Fairway Wings Pro Spec,https://www.usga.org/equipment/images/conf_clubs/R2011-0699.jpg,Hybrid,111,Globeride Inc
8815,Tobunda Try Fit,https://www.usga.org/equipment/images/conf_clubs/R2010-1421C.jpg,Hybrid,115,Japana Co Ltd
8816,Tobunda Try Fit (LH),https://www.usga.org/equipment/images/conf_clubs/R2011-0947.jpg,Hybrid,115,Japana Co Ltd
8817,Tobunda Try Fit (Version 2),https://www.usga.org/equipment/images/conf_clubs/R2012-0754.jpg,Hybrid,115,Japana Co Ltd
8819,Yorunda VII,https://www.usga.org/equipment/images/conf_clubs/R2018-0109.jpg,Hybrid,115,Japana Co Ltd
8829,Bazooka JMax Draw,https://www.usga.org/equipment/images/conf_clubs/20090152.jpg,Hybrid,123,Tour Edge Golf Mfg.
8838,Bazooka JMax Draw (LH),https://www.usga.org/equipment/images/conf_clubs/20090153.jpg,Hybrid,123,Tour Edge Golf Mfg.
8846,CB4 Tour,https://www.usga.org/equipment/images/conf_clubs/20110356.jpg,Hybrid,123,Tour Edge Golf Mfg.
8862,Exotics CB Pro U,https://www.usga.org/equipment/images/conf_clubs/20140861.jpg,Hybrid,123,Tour Edge Golf Mfg.
9105,G Crossover,https://www.usga.org/equipment/images/conf_clubs/20150653.jpg,Hybrid,134,"PING, Inc."
8923,Exotics Trilogy (LH),https://www.usga.org/equipment/images/conf_clubs/20110235.jpg,Hybrid,123,Tour Edge Golf Mfg.
8948,Exotics XCG7 (Beta Ti Face),https://www.usga.org/equipment/images/conf_clubs/20130598.jpg,Hybrid,123,Tour Edge Golf Mfg.
9189,G400 Crossover,https://www.usga.org/equipment/images/conf_clubs/20170158.jpg,Hybrid,134,"PING, Inc."
8949,Exotics XCG7 Beta,https://www.usga.org/equipment/images/conf_clubs/20130708.jpg,Hybrid,123,Tour Edge Golf Mfg.
8965,Adams Red,https://www.usga.org/equipment/images/conf_clubs/20150071.jpg,Hybrid,130,Adams Golf
8970,Adams Red (LH),https://www.usga.org/equipment/images/conf_clubs/20150072.jpg,Hybrid,130,Adams Golf
8976,Idea a12 OS,https://www.usga.org/equipment/images/conf_clubs/20110610.jpg,Hybrid,130,Adams Golf
8984,Idea a2 Hybrid iWood,https://www.usga.org/equipment/images/conf_clubs/20060416.JPG,Hybrid,130,Adams Golf
8985,Idea a7,https://www.usga.org/equipment/images/conf_clubs/20090584.jpg,Hybrid,130,Adams Golf
8986,Idea a7 PNT,https://www.usga.org/equipment/images/conf_clubs/20090552.JPG,Hybrid,130,Adams Golf
8989,Idea a7OS iWood,https://www.usga.org/equipment/images/conf_clubs/20090772.JPG,Hybrid,130,Adams Golf
8992,Idea a7OS Max iWood,https://www.usga.org/equipment/images/conf_clubs/20090560.jpg,Hybrid,130,Adams Golf
8998,Idea a7OS Max iWood (Womens),https://www.usga.org/equipment/images/conf_clubs/20090564.jpg,Hybrid,130,Adams Golf
9003,Idea Hybrid Tour Prototype a2 Pro (Version 3),https://www.usga.org/equipment/images/conf_clubs/20060200.JPG,Hybrid,130,Adams Golf
9004,Idea Hybrid Tour Prototype a2Ts (Version 1),https://www.usga.org/equipment/images/conf_clubs/20060198.JPG,Hybrid,130,Adams Golf
9005,Idea Hybrid Tour Prototype a2Ts (Version 2),https://www.usga.org/equipment/images/conf_clubs/20060199.JPG,Hybrid,130,Adams Golf
9006,Idea Pro a12,https://www.usga.org/equipment/images/conf_clubs/20101006.jpg,Hybrid,130,Adams Golf
9008,Idea Pro a12 proto G,https://www.usga.org/equipment/images/conf_clubs/20110474.jpg,Hybrid,130,Adams Golf
9011,Idea Pro Black 9031,https://www.usga.org/equipment/images/conf_clubs/20090628.jpg,Hybrid,130,Adams Golf
